study	year	pubmed_link	full_text_link	first_author	last_author	animal_species	animal_strain	animal_sex	animal_model_name	animal_model_citation	prnp_genotype	prp_expression_level	prion_strain	avg_age_at_inoculation_days	inoculum_titer	inoculum_volume_ul	ld50_prions	infection_route	treatment_route	vehicle	control_compound	treatment_class	treatment	dose_description	dose_number_deprecated	peak_dose_mgkgday	equiv_peak_dose_mg_70kg_human	treatment_started_dpi	treatment_stopped_dpi	endpoint	treatment_endpoint_dpi	treatment_sd	treatment_sem	treatment_n	treatment_attack_rate	treatment_censored_dpi	control_endpoint_dpi	control_sd	control_n	control_attack_rate	delay	reported_p	eyeballed	comments		
Chung 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21931860	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3172287/	Chung	Wisniewski	mice	CD-1				wt	1	139A	60	0.01	100		i.p.	i.p.	pbs	pbs	small molecule	trimipramine	10 mg/kg/day		10.0	56.8	0		survival	210.0			25.0	1		170		25	1	0.24	0.0001	0			
Chung 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21931860	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3172287/	Chung	Wisniewski	mice	CD-1				wt	1	139A	60	0.01	100		i.p.	i.p.	pbs	pbs	small molecule	fluphenazine	1 mg/kg/day		1.0	5.7	0		survival	205.0			25.0	1		170		25	1	0.21	0.0005	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.1% wt/wt in feed		150.0	851.4	0		survival	108.0	2.8		7.0	1		68.5	5.9	6	1	0.58	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.13% wt/wt in feed		225.0	1277.0	0		survival	120.5	10.7		6.0	1		68.5	5.9	6	1	0.76	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0		survival	154.3	19.9		6.0	1		68.5	5.9	6	1	1.25	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0		survival	174.5	7.6		6.0	1		63.0	1.8	10	1	1.77	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	35		survival	117.2	7.0		9.0	1		63.0	1.8	10	1	0.86	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	49		survival	88.7	17.3		11.0	1		63.0	1.8	10	1	0.41	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0	14	survival	102.1	2.9		9.0	1		63.0	1.8	10	1	0.62	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0	35	survival	120.2	5.2		9.0	1		63.0	1.8	10	1	0.91	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0	70	survival	142.5	7.8		8.0	1		63.0	1.8	10	1	1.26	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	22L	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0		survival	126.3	10.3		6.0	1		96.3	5.9	6	1	0.31	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tga20	Fischer 1996	wt	10	Fukuoka-1	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0		survival	142.2	21.0		5.0	1		101.6	12.1	8	1	0.40	0.01	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0		survival	52.7	2.8		11.0	1		48.0	3.0	6	1	0.10	0.05	0			
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	mice	ICR				wt	1	RML	35	0.01	20		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed		300.0	1702.7	0	187	survival	270.0			13.0	1		154.2	18.4	14	1	0.75	0.01	1	"It appears mice were not tracked past ~270 dpi.  7 of 13 treated mice were still alive at 270 dpi, making it approximately the median."		
Kawsaski 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17881452	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169081/	Kawasaki	Doh-Ura	hamsters	Syrian				wt	1	263K	35	0.01	40		i.c.	p.o.	food	food	small molecule	cpd-B	.2% wt/wt in feed				0		survival	107.0	2.5		6.0	1		97.4	6.9	7	1	0.10	0.05	0			
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	amodiaquine	50 mg/kg MWF		21.4	121.6	14	49	survival	60.2	2.0		5	1		61.8	2.0	8	1	-0.03	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	thioridazine	5 mg/kg MWF		2.1	12.2	14	49	survival	60.3	2.0		9	1		61.8	2.0	8	1	-0.02	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	thiothixene	5 mg/kg MWF		2.1	12.2	14	49	survival	60.2	2.0		12	1		61.8	2.0	8	1	-0.03	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	trifluoperazine	10 mg/kg MWF		4.3	24.3	14	49	survival	64.0	3.0		10	1		61.8	2.0	8	1	0.04	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.00001	50		i.c.	i.p.			small molecule	tetrandrine	50 mg/kg MWF		21.4	121.6	14	56	survival	67.8	6.0		6	1		66.4	3.0	12	1	0.02	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.00001	50		i.c.	p.o.	water		small molecule	tannic acid	1500 mg/kg/day		1500.0	8513.5	14	56	survival	64.3	1.0		8	1		66.4	3.0	12	1	-0.03	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.00001	50		i.c.	p.o.	water		small molecule	polyphenolic tea extract	1500 mg/kg/day		1500.0	8513.5	14	56	survival	70.0	7.0		6	1		66.4	3.0	12	1	0.05	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	amodiaquine	50 mg/kg MWF		21.4	121.6	14	56	survival	76.3	2.0		8	1		72.8	3.0	8	1	0.05	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	thioridazine	5 mg/kg MWF		2.1	12.2	14	56	survival	73.3	2.0		8	1		72.8	3.0	8	1	0.01	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	thiothixene	5 mg/kg MWF		2.1	12.2	14	56	survival	77.3	5.0		7	1		72.8	3.0	8	1	0.06	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.0001	50		i.c.	i.p.			small molecule	trifluoperazine	10 mg/kg MWF		4.3	24.3	14	56	survival	75.0	4.0		7	1		72.8	3.0	8	1	0.03	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	50		i.p.	p.o.	water		small molecule	tannic acid	1500 mg/kg/day		1500.0	8513.5	-14	28	survival	88.5	6.9		8	1		95.5	14.7	8	1	-0.07	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	50		i.p.	p.o.	water		small molecule	tannic acid	3000 mg/kg/day		3000.0	17027.0	-14	28	survival	90.5	7.1		6	1		95.5	14.7	8	1	-0.05	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	50		i.p.	p.o.	water		small molecule	polyphenolic tea extract	1500 mg/kg/day		1500.0	8513.5	-14	28	survival	84.8	11.0		7	1		95.5	14.7	8	1	-0.11	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	50		i.p.	p.o.	water		small molecule	polyphenolic grapeseed extract	2250 mg/kg/day		2250.0	12770.3	-14	28	survival	90.3	12.1		10	1		95.5	14.7	8	1	-0.05	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	50		i.p.	p.o.	water		small molecule	polyphenolic pine bark extract	2250 mg/kg/day		2250.0	12770.3	-14	28	survival	85.8	7.9		10	1		95.5	14.7	8	1	-0.10	1				
Kocisko 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15269390	http://vir.sgmjournals.org/content/85/8/2479.long	Kocisko	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	trifluoperazine	10 mg/kg MWF		4.3	24.3	-14	28	survival	96.9	6.3		7	1		95.5	14.7	8	1	0.01	1				
Ishikawa 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15166464	http://vir.sgmjournals.org/content/85/6/1785.long	Ishikawa	Iwaki	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	20		i.c.	i.v.	10% dmso/saline	10% dmso/saline	small molecule	BSB	1 mg one-time dose				35	35	survival	57.4	1.9		5	1		55.8	1.3	5	1	0.03	1				
Ishikawa 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15166464	http://vir.sgmjournals.org/content/85/6/1785.long	Ishikawa	Iwaki	mice			Tga20	Fischer 1996	wt	6.5	RML		0.01	20		i.c.	i.v.	10% dmso/saline	10% dmso/saline	small molecule	BSB	1 mg two-time dose at 45 and 60 dpi				45	60	survival	77.6	3.6		7	1		68.3	1.9	7	1	0.14	0.0001				
Ishikawa 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16987247		Ishikawa	Doh-Ura	mice			Tg7	Race 1995	hamster wt	4.5	263K		0.01	20		i.c.	i.v.	10% dmso	10% dmso	small molecule	BF-168	4 mg/kg once a week		0.6	3.2	14	42	survival	52.2	2.5		5	1		50.2	4.1	5	1	0.04	1				
Ishikawa 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16987247		Ishikawa	Doh-Ura	mice			Tga20	Fischer 1996	wt	6.5	RML		0.01	20		i.c.	i.v.	10% dmso	10% dmso	small molecule	BF-168	4 mg/kg once a week		0.6	3.2	28	56	survival	72.2	2.5		5	1		64.8	1.6	5	1	0.11	0.001				
Ishikawa 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16987247		Ishikawa	Doh-Ura	mice			Tga20	Fischer 1996	wt	6.5	RML		0.01	20		i.c.	s.c.	10% dmso	10% dmso	small molecule	BF-168	10 mg/kg/wk continuous infusion		1.4	8.1	28	56	survival	66.0	3.1		5	1		64.8	1.6	5	1	0.02	1				
White 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18632556	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2474561/	White	Mallucci	mice			Tg37+/+	Mallucci 2002 http://www.ncbi.nlm.nih.gov/pubmed/11823413/	wt	6	RML	7				i.c.	i.c.	pLL3.7 lentiviral vector	LV-empty	gene therapy	LV-MW1 shRNA	One-time hippocampal injection				56	56	survival	105.0	4.0		22	1		88.0	3.0	18	1	0.19	0.0000116				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	30		i.c.	i.p.		BRIC 126	antibody	ICSM 35	2 mg injection twice weekly		28.6	162.2	7.0		survival	152.0	7.0		6	1	500	147.0	4.0	5	1	0.03	1				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	30		i.c.	i.p.		BRIC 126	antibody	ICSM 35	2 mg injection twice weekly		28.6	162.2	132.5		survival	148.0	10.0		8	1	500	147.0	4.0	5	1	0.01	1				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	30		i.c.	i.p.		BRIC 126	antibody	ICSM 18	2 mg injection twice weekly		28.6	162.2	7		survival	151.0	2.0		5	1	500	147.0	4.0	5	1	0.03	1				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	30		i.c.	i.p.		BRIC 126	antibody	ICSM 18	2 mg injection twice weekly		28.6	162.2	132.5		survival	149.0	3.0		7	1	500	147.0	4.0	5	1	0.01	1				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	100		i.p.	i.p.		BRIC 126	antibody	ICSM 35	2 mg injection twice weekly		28.6	162.2	7		survival	500.0			6	0	500	195.0	7.0	6	1	1.56	0.001				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	100		i.p.	i.p.		BRIC 126	antibody	ICSM 35	2 mg injection twice weekly		28.6	162.2	30		survival	500.0			5	0	500	198.0	4.0	4	1	1.53	0.001				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	100		i.p.	i.p.		BRIC 126	antibody	ICSM 35	2 mg injection twice weekly		28.6	162.2	172.5		survival	193.0	4.0		6	1	500	198.0	4.0	4	1	-0.03	1				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	100		i.p.	i.p.		BRIC 126	antibody	ICSM 18	2 mg injection twice weekly		28.6	162.2	7		survival	500.0			6	0	500	195.0	7.0	6	1	1.56	0.001				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	100		i.p.	i.p.		BRIC 126	antibody	ICSM 18	2 mg injection twice weekly		28.6	162.2	30		survival	500.0			5	0	500	198.0	4.0	4	1	1.53	0.001				
White 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12621436		White	Hawke	mice	FVB/N				wt	1	RML		0.01	100		i.p.	i.p.		BRIC 126	antibody	ICSM 18	2 mg injection twice weekly		28.6	162.2	172.5		survival	193.0	5.0		5	1	500	198.0	4.0	4	1	-0.03	1				
Goni 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18407424/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2474749/	Goni	Wisniewski	mice	CD-1				wt	1	139A	91	0.1	200		p.o.	p.o.	"S. typhimurium LVR01 carrying pTECH in .36M NAHCO3, pH 8.3 mixed 6:1 with alum"	"S. typhimurium LVR01 carrying pTECH without PrP insert in .36M NAHCO3, pH 8.3 mixed 6:1 with alum"	vaccination	S. typhimurium LVR01 with 2xPrP	"2x10^10 viable cells, via gavage 4 times plus 2 boosters with dead Salmonella"				-49	-4	survival	269.9			50	0.64	400	194.0		10	1	0.39		1	Author stratified survival results by IgA and IgG response groups.  Mean survival for whole group was calculated as (194*14+198*10+200*8+400*4+400*14) / 50 which does not take into account that 18/50 mice were censored at 400 dpi and never showed signs of illness.		
Goni 2005	2005	http://www.ncbi.nlm.nih.gov/pubmed/15878645		Goni	Wisniewski	mice	CD-1				wt	1	139A	91	0.2	100		p.o.	p.o.	"S. typhimurium LVR01 carrying pTECH in .36M NAHCO3, pH 8.3 mixed 4:1 with aluma"	"S. typhimurium LVR01 carrying pTECH without PrP insert in .36M NAHCO3, pH 8.3 mixed 4:1 with aluma"	vaccination	S. typhimurium LVR01 with 2xPrP	"2x10^10 viable cells, via gavage 3 times"				-49	-21	survival	300.0			20	0.7	500	185.0		20	1	0.62	0.0004	1	Author speaks of attack rate rather than mean/median survival.  Treatment endpoint dpi is extremely approximate from Fig 2		
Goni 2005	2005	http://www.ncbi.nlm.nih.gov/pubmed/15878645		Goni	Wisniewski	mice	CD-1				wt	1	139A	91	0.2	100		p.o.	p.o.	"S. typhimurium LVR01 carrying pTECH in .36M NAHCO3, pH 8.3 mixed 4:1 with aluma"	"S. typhimurium LVR01 carrying pTECH without PrP insert in .36M NAHCO3, pH 8.3 mixed 4:1 with aluma"	vaccination	S. typhimurium LVR01 with 1xPrP	"2x10^10 viable cells, via gavage 3 times"				-49	-21	survival	300.0			20	0.7	500	185.0		20	1	0.62	0.0015	1	Author speaks of attack rate rather than mean/median survival.  Treatment endpoint dpi is extremely approximate from Fig 2		
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.1			i.p.	p.o.	food	food	small molecule	cuprizone	0.05% in feed				42	98	survival	158.0	2.0		18	1		159.0	2.0	17	1	-0.01	1				
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.1			i.p.	p.o.	food	food	small molecule	cuprizone	0.2% in feed				42	84	survival	157.0	2.0		18	1		159.0	2.0	17	1	-0.01	1				
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.1			i.p.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				42	98	survival	179.0	2.0		13	1		171.0	1.0	18	1	0.05	0.01				
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.001			i.p.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				42	98	survival	190.0	2.0		15	1		190.0	2.0	17	1	0.00	1				
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.00001			i.p.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				42	98	survival	199.0	5.0		6	0.4		193.0	5.0	4	0.25	0.03	1		Meaning of attack rate is unclear - mice may have died of scrapie or of cuprizone toxicity		
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.001			i.p.	p.o.	food	food	small molecule	cuprizone	0.05% in feed				-28	28	survival	192.0	1.0		15	1		191.0	2.0	17	1	0.01					
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.001			i.p.	p.o.	food	food	small molecule	cuprizone	0.2% in feed				-28	28	survival	201.0	3.0		8	1		191.0	2.0	17	1	0.05	0.001				
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.00001			i.p.	p.o.	food	food	small molecule	cuprizone	0.05% in feed				-28	28	survival	204.0	3.0		16	1		201.0	4.0	7	0.64	0.01			Meaning of attack rate is unclear - mice may have died of scrapie or of cuprizone toxicity		
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.00001			i.p.	p.o.	food	food	small molecule	cuprizone	0.2% in feed				-28	28	survival	208.0	3.0		15	0.94		201.0	4.0	7	0.64	0.03			Meaning of attack rate is unclear - mice may have died of scrapie or of cuprizone toxicity		
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.1			i.p.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				-28	28	survival	170.0	2.0		15	1		169.0	2.0	18	1	0.01					
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.001			i.p.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				-28	28	survival	190.0	3.0		16	1		187.0	2.0	17	1	0.02					
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.00001			i.p.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				-28	28	survival	207.0	0.0		13	0.87		206.0	0.0	2	0.12	0.00			Meaning of attack rate is unclear - mice may have died of scrapie or of cuprizone toxicity		
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.001			i.c.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				-28	28	survival	147.0	1.0		17	1		144.0	2.0	17	1	0.02					
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.00001			i.c.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				-28	28	survival	166.0	2.0		18	1		162.0	1.0	18	1	0.02					
Kimberlin & Millson 1976	1976	http://www.ncbi.nlm.nih.gov/pubmed/820729		Kimberlin	Millson	mice	albino				wt	1	RML		0.0000001			i.c.	p.o.	food	food	small molecule	cuprizone	"7 days at 0.2%, 35 days at 0.3%, 14 days at 0.15%"				-28	28	survival	205.0	6.0		7	0.41		207.0	5.0	11	0.73	-0.01			Meaning of attack rate is unclear - mice may have died of scrapie or of cuprizone toxicity		
Sigurdsson 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/14519758	http://www.jbc.org/content/278/47/46199.full.pdf	Sigurdsson	Wisniewski	mice	CD-1				wt	1	139A	75	0.1			i.p.	i.p.	water	water	small molecule	D-penacillamine	"100 mg/kg in 100uL water, 5x/week"		71.4	405.4	0		survival	153.0	2.0		10	1		146.0	3.0	10	1	0.05	0.1				
Sigurdsson 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/14519758	http://www.jbc.org/content/278/47/46199.full.pdf	Sigurdsson	Wisniewski	mice	CD-1				wt	1	139A	75	0.001			i.p.	i.p.	water	water	small molecule	D-penacillamine	"100 mg/kg in 100uL water, 5x/week"		71.4	405.4	0		survival	179.0	3.0		10	1		165.0	4.0	10	1	0.08	0.002				
Hijazi 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/14642846/		Hijazi	Gabizon	hamsters	Syrian				wt	1	scrapie	28	0.1	50		i.c.	p.o.	water	water	small molecule	CuSO4	300 ppm				28		survival	108.0	6.0		5	1		92.0	4.0	5	1	0.17					
